hot_streak,wr,rank,freshBlood,inactive,veteran,championPoints,lastPlayTime,outcome
-0.2,0.020613849693398745,2.1999999999999993,0.2,-0.0,-0.0,-100794.40000000001,-818.1543665453792,0
-0.2,-0.0030696093249776846,-0.3999999999999986,0.0,0.0,0.0,-513430.4,889.486021630466,1
0.2,0.0030696093249776846,0.3999999999999986,-0.0,-0.0,-0.0,513430.4,-889.486021630466,0
0.0,0.044101382326523275,0.1999999999999993,0.2,0.0,0.0,146832.8,320.72445034608245,1
-0.0,-0.044101382326523275,-0.1999999999999993,-0.2,-0.0,-0.0,-146832.8,-320.72445034608245,0
-0.2,-0.14118368641972961,-2.8000000000000007,0.6,0.0,0.0,183274.00000000003,-1965.973577402532,1
0.2,0.14118368641972961,2.8000000000000007,-0.6,-0.0,-0.0,-183274.00000000003,1965.973577402532,0
0.2,0.004378380328350473,-0.6000000000000014,0.2,0.0,0.0,430276.8,-1870.2987212277949,1
-0.2,-0.004378380328350473,0.6000000000000014,-0.2,-0.0,-0.0,-430276.8,1870.2987212277949,0
-0.6,-0.0016914144820282528,-1.6000000000000014,-0.19999999999999996,0.0,0.0,-16270.0,1843.6573153845966,1
0.6,0.0016914144820282528,1.6000000000000014,0.19999999999999996,-0.0,-0.0,16270.0,-1843.6573153845966,0
0.0,-0.0054861669509450595,0.5999999999999979,0.0,0.0,0.0,-196354.4,2995.469397019595,1
-0.0,0.0054861669509450595,-0.5999999999999979,-0.0,-0.0,-0.0,196354.4,-2995.469397019595,0
0.2,-0.013296980136590086,0.40000000000000213,-0.4,0.0,0.0,52405.6,1567.8679625876248,1
-0.2,0.013296980136590086,-0.40000000000000213,0.4,-0.0,-0.0,-52405.6,-1567.8679625876248,0
0.0,0.004548469046814829,0.0,0.6,0.0,0.2,-202487.2,42.553146842867136,1
-0.0,-0.004548469046814829,-0.0,-0.6,-0.0,-0.2,202487.2,-42.553146842867136,0
-0.2,0.10546618529979895,1.8000000000000007,-0.4,0.0,0.0,-63061.0,-860.630576621741,1
0.2,-0.10546618529979895,-1.8000000000000007,0.4,-0.0,-0.0,63061.0,860.630576621741,0
0.39999999999999997,-0.09531246922087855,2.1999999999999993,0.39999999999999997,0.0,0.2,-101090.6,-2049.4468566663563,1
-0.39999999999999997,0.09531246922087855,-2.1999999999999993,-0.39999999999999997,-0.0,-0.2,101090.6,2049.4468566663563,0
0.0,-0.05210040080905576,-1.8000000000000007,0.0,0.0,0.0,66059.8,-8063.125100590289,1
-0.0,0.05210040080905576,1.8000000000000007,-0.0,-0.0,-0.0,-66059.8,8063.125100590289,0
0.0,0.06967321936383519,2.6000000000000014,0.0,0.0,-0.2,369928.0,-10329.819747842848,1
-0.0,-0.06967321936383519,-2.6000000000000014,-0.0,-0.0,0.2,-369928.0,10329.819747842848,0
-0.4,-0.07761614456957511,-2.1999999999999993,-0.6,0.0,0.0,-598769.8,30433.826295729727,1
0.4,0.07761614456957511,2.1999999999999993,0.6,-0.0,-0.0,598769.8,-30433.826295729727,0
0.0,0.0454148373131914,0.8000000000000007,0.0,0.0,0.0,-185465.4,22966.476763263345,1
-0.0,-0.0454148373131914,-0.8000000000000007,-0.0,-0.0,-0.0,185465.4,-22966.476763263345,0
0.2,-0.0662433686058711,0.3999999999999986,0.0,0.0,0.0,-57103.4,19528.335558298975,1
-0.2,0.0662433686058711,-0.3999999999999986,-0.0,-0.0,-0.0,57103.4,-19528.335558298975,0
0.2,0.025791073374301088,-1.0,0.0,0.0,0.0,-221846.19999999995,-35417.621302731335,1
-0.2,-0.025791073374301088,1.0,-0.0,-0.0,-0.0,221846.19999999995,35417.621302731335,0
-0.6,0.02779183363048765,0.0,-0.4,0.0,0.0,-193599.39999999997,-43061.59036501497,1
0.6,-0.02779183363048765,-0.0,0.4,-0.0,-0.0,193599.39999999997,43061.59036501497,0
0.0,-0.031356880074208004,1.8000000000000007,0.0,0.0,0.0,-392614.2,-35002.66906954348,1
-0.0,0.031356880074208004,-1.8000000000000007,-0.0,-0.0,-0.0,392614.2,35002.66906954348,0
0.4,0.01997260946561541,0.6000000000000014,0.0,0.0,0.0,46624.40000000002,2878.651844304055,1
-0.4,-0.01997260946561541,-0.6000000000000014,-0.0,-0.0,-0.0,-46624.40000000002,-2878.651844304055,0
0.0,0.029208222903782333,2.1999999999999993,-0.2,0.0,0.0,-25520.400000000023,-98406.61119927838,1
-0.0,-0.029208222903782333,-2.1999999999999993,0.2,-0.0,-0.0,25520.400000000023,98406.61119927838,0
0.0,0.00836924885326673,-2.200000000000003,0.0,0.0,0.0,225038.2,-35088.43990274146,1
-0.0,-0.00836924885326673,2.200000000000003,-0.0,-0.0,-0.0,-225038.2,35088.43990274146,0
0.0,0.01800471462528963,-0.8000000000000007,0.0,0.0,0.0,10105.200000000012,-23027.21327026561,1
-0.0,-0.01800471462528963,0.8000000000000007,-0.0,-0.0,-0.0,-10105.200000000012,23027.21327026561,0
-0.4,0.009846343089424447,-0.3999999999999986,0.0,0.0,0.0,-646535.3999999999,32224.439726229757,1
0.4,-0.009846343089424447,0.3999999999999986,-0.0,-0.0,-0.0,646535.3999999999,-32224.439726229757,0
0.0,0.009692784867772919,-0.8000000000000007,0.0,0.0,0.0,-79098.6,-34195.40055395663,1
-0.0,-0.009692784867772919,0.8000000000000007,-0.0,-0.0,-0.0,79098.6,34195.40055395663,0
0.2,0.11295022072234595,3.599999999999998,0.0,0.0,0.0,-101236.4,47910.297673627734,1
-0.2,-0.11295022072234595,-3.599999999999998,-0.0,-0.0,-0.0,101236.4,-47910.297673627734,0
0.0,0.0005208886453276218,-1.0,0.0,0.0,0.0,-92301.40000000002,41894.56935564801,1
-0.0,-0.0005208886453276218,1.0,-0.0,-0.0,-0.0,92301.40000000002,-41894.56935564801,0
0.2,0.0420303250062376,-2.3999999999999986,-0.2,0.0,0.0,-108559.4,83616.26843006909,1
-0.2,-0.0420303250062376,2.3999999999999986,0.2,-0.0,-0.0,108559.4,-83616.26843006909,0
0.0,0.08814590564332903,0.1999999999999993,0.0,0.0,0.0,-119849.4,-18907.009348694235,1
-0.0,-0.08814590564332903,-0.1999999999999993,-0.0,-0.0,-0.0,119849.4,18907.009348694235,0
0.0,0.016922091210886503,2.0,0.6,0.0,0.2,3353.0,-1248.840369861573,1
-0.0,-0.016922091210886503,-2.0,-0.6,-0.0,-0.2,-3353.0,1248.840369861573,0
0.0,-0.0020211112105433804,-1.5999999999999979,0.19999999999999996,0.0,0.0,-100630.6,41.88879890739918,1
-0.0,0.0020211112105433804,1.5999999999999979,-0.19999999999999996,-0.0,-0.0,100630.6,-41.88879890739918,0
-0.39999999999999997,-0.0714206297243778,1.0,0.2,0.0,0.0,143975.2,-2121.4314906820655,1
0.39999999999999997,0.0714206297243778,-1.0,-0.2,-0.0,-0.0,-143975.2,2121.4314906820655,0
0.6,-0.0023299246672028318,2.8000000000000007,0.4,0.0,0.0,-51148.0,-1184.8311122879386,1
-0.6,0.0023299246672028318,-2.8000000000000007,-0.4,-0.0,-0.0,51148.0,1184.8311122879386,0
-0.2,0.04713295840234144,-1.6000000000000014,-0.4,0.0,0.0,29883.199999999997,1106.2452773563564,1
0.2,-0.04713295840234144,1.6000000000000014,0.4,-0.0,-0.0,-29883.199999999997,-1106.2452773563564,0
0.0,0.06482938691616402,1.6000000000000014,-0.2,0.0,-0.6,103396.59999999999,379.02683985233307,1
-0.0,-0.06482938691616402,-1.6000000000000014,0.2,-0.0,0.6,-103396.59999999999,-379.02683985233307,0
-0.2,-0.02295908371403743,0.5999999999999979,-0.2,0.0,-0.2,168199.59999999998,-72.74083401635289,1
0.2,0.02295908371403743,-0.5999999999999979,0.2,-0.0,0.2,-168199.59999999998,72.74083401635289,0
0.0,-0.10527314767804052,-1.2000000000000028,0.39999999999999997,0.0,0.0,184489.8,1679.1989838071167,1
-0.0,0.10527314767804052,1.2000000000000028,-0.39999999999999997,-0.0,-0.0,-184489.8,-1679.1989838071167,0
0.2,0.06994088097049755,-1.7999999999999972,0.0,0.0,0.0,-265743.4,-1271.583422422409,1
-0.2,-0.06994088097049755,1.7999999999999972,-0.0,-0.0,-0.0,265743.4,1271.583422422409,0
0.0,-0.005650656863669834,0.8000000000000007,0.2,0.0,-0.2,-100976.6,620.5207372680306,1
-0.0,0.005650656863669834,-0.8000000000000007,-0.2,-0.0,0.2,100976.6,-620.5207372680306,0
0.6,0.024759647189044,-3.200000000000003,0.39999999999999997,0.0,0.0,81672.2,-2328.969995416701,1
-0.6,-0.024759647189044,3.200000000000003,-0.39999999999999997,-0.0,-0.0,-81672.2,2328.969995416701,0
0.0,-0.07222033883126866,-2.799999999999997,-0.2,0.0,0.0,25151.0,1192.5363156571984,1
-0.0,0.07222033883126866,2.799999999999997,0.2,-0.0,-0.0,-25151.0,-1192.5363156571984,0
0.0,-0.02486527077004519,0.40000000000000213,0.4,0.0,0.0,174060.80000000002,-1049.6968466229737,1
-0.0,0.02486527077004519,-0.40000000000000213,-0.4,-0.0,-0.0,-174060.80000000002,1049.6968466229737,0
0.0,-0.028703840423748628,-3.0,0.0,0.0,0.0,-130413.4,3573.958236515522,1
-0.0,0.028703840423748628,3.0,-0.0,-0.0,-0.0,130413.4,-3573.958236515522,0
0.0,-0.0348704894438614,1.4000000000000021,0.19999999999999996,0.0,0.0,-25943.799999999996,-2221.9954668320715,1
-0.0,0.0348704894438614,-1.4000000000000021,-0.19999999999999996,-0.0,-0.0,25943.799999999996,2221.9954668320715,0
0.4,-0.023234778154402114,0.7999999999999972,-0.2,0.0,0.2,-54916.8,-1164.2065302915871,1
-0.4,0.023234778154402114,-0.7999999999999972,0.2,-0.0,-0.2,54916.8,1164.2065302915871,0
0.0,-0.01595126359089616,-3.400000000000002,0.6,0.0,0.0,340468.2,-5100.178337946534,1
-0.0,0.01595126359089616,3.400000000000002,-0.6,-0.0,-0.0,-340468.2,5100.178337946534,0
0.0,0.11230441780499567,-3.6000000000000014,0.0,0.0,0.0,228182.80000000002,-2970.3079593405128,1
-0.0,-0.11230441780499567,3.6000000000000014,-0.0,-0.0,-0.0,-228182.80000000002,2970.3079593405128,0
0.0,0.034977046178206184,-0.20000000000000284,0.0,0.0,0.0,966313.6000000001,-549.8761509209871,1
-0.0,-0.034977046178206184,0.20000000000000284,-0.0,-0.0,-0.0,-966313.6000000001,549.8761509209871,0
0.0,-0.004893256220693698,-1.6000000000000014,0.2,0.0,0.0,74932.59999999999,-8772.407496768981,1
-0.0,0.004893256220693698,1.6000000000000014,-0.2,-0.0,-0.0,-74932.59999999999,8772.407496768981,0
0.2,-0.014940543469605827,1.5999999999999979,-0.2,0.0,0.0,93134.4,2573.4999092258513,1
-0.2,0.014940543469605827,-1.5999999999999979,0.2,-0.0,-0.0,-93134.4,-2573.4999092258513,0
-0.2,0.016520603134565603,-1.5999999999999979,0.2,0.0,0.2,-52.400000000001455,2861.0872403122485,1
0.2,-0.016520603134565603,1.5999999999999979,-0.2,-0.0,-0.2,52.400000000001455,-2861.0872403122485,0
0.0,0.02293242491695857,-0.40000000000000213,0.4,0.0,0.0,127054.19999999998,-2630.9375889897346,1
-0.0,-0.02293242491695857,0.40000000000000213,-0.4,-0.0,-0.0,-127054.19999999998,2630.9375889897346,0
0.2,0.021824651128451,-0.8000000000000007,0.2,0.0,0.0,-152849.8,143.87259528040886,1
-0.2,-0.021824651128451,0.8000000000000007,-0.2,-0.0,-0.0,152849.8,-143.87259528040886,0
-0.6,-0.007442341328518953,-3.6000000000000014,-0.2,0.0,0.0,-40447.600000000006,234.2915775515139,1
0.6,0.007442341328518953,3.6000000000000014,0.2,-0.0,-0.0,40447.600000000006,-234.2915775515139,0
0.4,-0.09908356450211953,0.5999999999999979,0.0,0.0,0.2,75134.4,-2811.840792942792,1
-0.4,0.09908356450211953,-0.5999999999999979,-0.0,-0.0,-0.2,-75134.4,2811.840792942792,0
0.0,-0.10028647048092876,-5.199999999999999,0.4,0.0,-0.4,-104299.00000000001,-1476.3149034194648,1
-0.0,0.10028647048092876,5.199999999999999,-0.4,-0.0,0.4,104299.00000000001,1476.3149034194648,0
0.0,-0.0997918032382421,-5.800000000000001,0.2,0.0,0.0,-58989.0,-2498.446862515062,1
-0.0,0.0997918032382421,5.800000000000001,-0.2,-0.0,-0.0,58989.0,2498.446862515062,0
-0.2,-0.009168736871226879,3.6000000000000014,0.0,0.0,0.0,-142093.2,-4705.283553857356,1
0.2,0.009168736871226879,-3.6000000000000014,-0.0,-0.0,-0.0,142093.2,4705.283553857356,0
0.0,0.013575249478839035,0.0,0.0,0.0,0.0,-830663.0,-8508.009347889572,1
-0.0,-0.013575249478839035,-0.0,-0.0,-0.0,-0.0,830663.0,8508.009347889572,0
0.2,-0.005448009360299322,0.3999999999999986,0.2,0.0,0.0,-128174.8,1595.393428940326,1
-0.2,0.005448009360299322,-0.3999999999999986,-0.2,-0.0,-0.0,128174.8,-1595.393428940326,0
-0.4,-0.027633199977945777,-2.200000000000003,0.0,0.0,0.0,-296085.39999999997,-5873.718324638903,1
0.4,0.027633199977945777,2.200000000000003,-0.0,-0.0,-0.0,296085.39999999997,5873.718324638903,0
0.0,0.10351531110178225,0.0,-0.2,0.0,-0.4,-775688.6,9412.731391444802,1
-0.0,-0.10351531110178225,-0.0,0.2,-0.0,0.4,775688.6,-9412.731391444802,0
0.2,0.03449726313461965,-0.5999999999999979,0.0,0.0,0.0,-117525.8,-3136.5996345952153,1
-0.2,-0.03449726313461965,0.5999999999999979,-0.0,-0.0,-0.0,117525.8,3136.5996345952153,0
0.6,-0.09448440994112317,2.8000000000000007,0.0,0.0,0.4,85233.0,2838.5495674312115,1
-0.6,0.09448440994112317,-2.8000000000000007,-0.0,-0.0,-0.4,-85233.0,-2838.5495674312115,0
0.0,0.08898470798435065,1.8000000000000007,0.0,0.0,0.0,-12843.800000000003,-8915.923699349165,1
-0.0,-0.08898470798435065,-1.8000000000000007,-0.0,-0.0,-0.0,12843.800000000003,8915.923699349165,0
0.4,0.01049726448349797,-1.8000000000000007,0.2,0.0,0.0,34599.0,-7828.4643224217,1
-0.4,-0.01049726448349797,1.8000000000000007,-0.2,-0.0,-0.0,-34599.0,7828.4643224217,0
0.0,-0.045395619027149614,1.1999999999999993,0.2,0.0,0.0,23829.000000000007,2642.1989835985005,1
-0.0,0.045395619027149614,-1.1999999999999993,-0.2,-0.0,-0.0,-23829.000000000007,-2642.1989835985005,0
0.0,-0.027230471104236376,-1.8000000000000007,0.2,0.0,0.0,42028.2,14549.569348700345,1
-0.0,0.027230471104236376,1.8000000000000007,-0.2,-0.0,-0.0,-42028.2,-14549.569348700345,0
0.0,-0.04230757247957517,2.8000000000000007,0.2,0.0,0.2,23134.799999999996,-21580.134769946337,1
-0.0,0.04230757247957517,-2.8000000000000007,-0.2,-0.0,-0.2,-23134.799999999996,21580.134769946337,0
0.0,0.08364153586413703,1.0,0.0,0.0,0.0,-216664.8,5828.323972582817,1
-0.0,-0.08364153586413703,-1.0,-0.0,-0.0,-0.0,216664.8,-5828.323972582817,0
0.0,0.11246096969198494,-0.1999999999999993,0.0,0.0,0.0,-538564.7999999999,-6679.155187427998,1
-0.0,-0.11246096969198494,0.1999999999999993,-0.0,-0.0,-0.0,538564.7999999999,6679.155187427998,0
0.2,0.014518760716293766,-0.40000000000000213,0.0,0.0,0.0,96439.4,-4679.84352883324,1
-0.2,-0.014518760716293766,0.40000000000000213,-0.0,-0.0,-0.0,-96439.4,4679.84352883324,0
0.0,0.005810322688497238,1.6000000000000014,0.0,0.0,0.0,-75712.0,36567.95592473447,1
-0.0,-0.005810322688497238,-1.6000000000000014,-0.0,-0.0,-0.0,75712.0,-36567.95592473447,0
0.4,0.0196994692957273,1.5999999999999979,0.0,0.0,0.2,95969.19999999998,-19912.643616594374,1
-0.4,-0.0196994692957273,-1.5999999999999979,-0.0,-0.0,-0.2,-95969.19999999998,19912.643616594374,0
-0.39999999999999997,-0.009766657360507858,-3.599999999999998,0.0,0.0,0.0,-505053.6,26291.67014725879,1
0.39999999999999997,0.009766657360507858,3.599999999999998,-0.0,-0.0,-0.0,505053.6,-26291.67014725879,0
0.0,0.09218791108208235,3.8000000000000007,0.0,0.0,0.0,21560.399999999965,-31178.60425842181,1
-0.0,-0.09218791108208235,-3.8000000000000007,-0.0,-0.0,-0.0,-21560.399999999965,31178.60425842181,0
0.0,0.06608425005855079,2.200000000000003,0.0,0.0,0.0,300032.0,-28707.768611833453,1
-0.0,-0.06608425005855079,-2.200000000000003,-0.0,-0.0,-0.0,-300032.0,28707.768611833453,0
-0.2,-0.0030097695458193297,-1.8000000000000007,0.0,0.0,0.0,-146642.0,-16191.938226755708,1
0.2,0.0030097695458193297,1.8000000000000007,-0.0,-0.0,-0.0,146642.0,16191.938226755708,0
-0.4,-0.002723504612707539,-7.0,0.0,0.0,0.0,-368421.60000000003,-11191.6829646267,1
0.4,0.002723504612707539,7.0,-0.0,-0.0,-0.0,368421.60000000003,11191.6829646267,0
0.2,-0.024559543404578,0.0,0.2,0.0,0.0,72450.79999999999,-32474.39824270457,1
-0.2,0.024559543404578,-0.0,-0.2,-0.0,-0.0,-72450.79999999999,32474.39824270457,0
0.0,0.007529279438805103,-1.0,0.0,0.0,0.0,-102959.40000000002,-33663.52786627039,1
-0.0,-0.007529279438805103,1.0,-0.0,-0.0,-0.0,102959.40000000002,33663.52786627039,0
-0.4,-0.008750243619499165,0.3999999999999986,0.0,0.0,0.0,-114049.80000000002,-17786.921383757144,1
0.4,0.008750243619499165,-0.3999999999999986,-0.0,-0.0,-0.0,114049.80000000002,17786.921383757144,0
0.0,-0.021805530485338398,-1.8000000000000007,0.2,0.0,0.0,-5551.399999999994,32059.835553187877,1
-0.0,0.021805530485338398,1.8000000000000007,-0.2,-0.0,-0.0,5551.399999999994,-32059.835553187877,0
0.2,-0.036911951649794106,-0.20000000000000284,0.2,0.0,0.0,333427.80000000005,-209.91675620898604,1
-0.2,0.036911951649794106,0.20000000000000284,-0.2,-0.0,-0.0,-333427.80000000005,209.91675620898604,0
0.0,-0.010581659150299072,-2.1999999999999993,-0.4,0.0,0.8,196288.6,-1742.005776066333,1
-0.0,0.010581659150299072,2.1999999999999993,0.4,-0.0,-0.8,-196288.6,1742.005776066333,0
0.0,-0.010920655312614214,-3.799999999999997,-0.2,0.0,-0.2,-56793.2,3778.1573211550713,1
-0.0,0.010920655312614214,3.799999999999997,0.2,-0.0,0.2,56793.2,-3778.1573211550713,0
0.2,0.0469144994209485,0.0,-0.2,0.0,0.0,46567.600000000006,-3612.009354017675,1
-0.2,-0.0469144994209485,-0.0,0.2,-0.0,-0.0,-46567.600000000006,3612.009354017675,0
0.2,0.09919510674620036,6.0,0.19999999999999996,0.0,0.0,106309.2,-3204.0028234794736,1
-0.2,-0.09919510674620036,-6.0,-0.19999999999999996,-0.0,-0.0,-106309.2,3204.0028234794736,0
0.0,-0.01551437968121383,4.199999999999999,0.0,0.0,0.0,86827.4,-2955.8357417285442,1
-0.0,0.01551437968121383,-4.199999999999999,-0.0,-0.0,-0.0,-86827.4,2955.8357417285442,0
0.0,0.008925145330538009,3.1999999999999993,0.0,0.0,0.0,-6176.600000000006,1165.5786161124706,1
-0.0,-0.008925145330538009,-3.1999999999999993,-0.0,-0.0,-0.0,6176.600000000006,-1165.5786161124706,0
-0.4,-0.046086164670296914,-0.40000000000000213,0.2,0.0,0.0,-33931.20000000001,-930.5754338242114,1
0.4,0.046086164670296914,0.40000000000000213,-0.2,-0.0,-0.0,33931.20000000001,930.5754338242114,0
0.0,-0.034296342101740374,0.5999999999999979,0.0,0.0,0.2,564215.2000000001,-3189.9653652608395,1
-0.0,0.034296342101740374,-0.5999999999999979,-0.0,-0.0,-0.2,-564215.2000000001,3189.9653652608395,0
0.2,0.00840009592949209,3.0,0.0,0.0,0.0,-129529.59999999999,816.3100978843868,1
-0.2,-0.00840009592949209,-3.0,-0.0,-0.0,-0.0,129529.59999999999,-816.3100978843868,0
0.0,-0.014001986503336394,0.3999999999999986,0.0,0.0,0.0,-489962.3999999999,618.7795828059316,1
-0.0,0.014001986503336394,-0.3999999999999986,-0.0,-0.0,-0.0,489962.3999999999,-618.7795828059316,0
0.0,-0.013716279382418595,-1.6000000000000014,-0.2,0.0,0.4,-18822.999999999985,7636.72676121071,1
-0.0,0.013716279382418595,1.6000000000000014,0.2,-0.0,-0.4,18822.999999999985,-7636.72676121071,0
0.2,0.0605437334619614,2.200000000000003,0.0,0.0,0.0,70389.20000000001,-26445.98388563469,1
-0.2,-0.0605437334619614,-2.200000000000003,-0.0,-0.0,-0.0,-70389.20000000001,26445.98388563469,0
0.0,-0.020155551993496168,0.0,0.0,0.0,0.0,544165.2,-13768.880776755512,1
-0.0,0.020155551993496168,-0.0,-0.0,-0.0,-0.0,-544165.2,13768.880776755512,0
0.2,-0.04528113379295573,-2.0,-0.6,0.0,0.2,-111595.0,11143.166579905897,1
-0.2,0.04528113379295573,2.0,0.6,-0.0,-0.2,111595.0,-11143.166579905897,0
-0.2,0.06794170477363826,1.5999999999999979,-0.39999999999999997,0.0,0.0,4029.600000000006,815.5184201598167,1
0.2,-0.06794170477363826,-1.5999999999999979,0.39999999999999997,-0.0,-0.0,-4029.600000000006,-815.5184201598167,0
-0.2,-0.04781573216363477,0.3999999999999986,0.4,0.0,0.2,158364.2,69.61501941084862,1
